Beta,Mu,Initial_Ratio,MC_Rho,MMCA_Rho
0.0,0.1,0.05,0.0,0.00048701547025476155
0.02,0.1,0.05,0.45251416666666666,0.48672638409779617
0.04,0.1,0.05,0.6655891666666668,
0.06,0.1,0.05,0.7525075,
0.08,0.1,0.05,0.7991291666666666,
0.1,0.1,0.05,0.825085,
0.12,0.1,0.05,0.8461375000000001,
0.14,0.1,0.05,0.8587349999999999,
0.16,0.1,0.05,0.8685075000000001,
0.18,0.1,0.05,0.8756641666666667,
0.2,0.1,0.05,0.8816849999999999,
0.22,0.1,0.05,0.8863666666666667,
0.24,0.1,0.05,0.8898341666666667,
0.26,0.1,0.05,0.8937791666666667,
0.28,0.1,0.05,0.8958533333333333,
0.3,0.1,0.05,0.8980158333333332,
0.32,0.1,0.05,0.8998141666666666,
0.34,0.1,0.05,0.9013016666666667,
0.36,0.1,0.05,0.9027558333333333,
0.38,0.1,0.05,0.9035408333333333,
0.4,0.1,0.05,0.9042216666666667,
0.42,0.1,0.05,0.9051341666666667,
0.44,0.1,0.05,0.906125,
0.46,0.1,0.05,0.9065916666666667,
0.48,0.1,0.05,0.9068608333333333,
0.5,0.1,0.05,0.9071083333333334,
0.52,0.1,0.05,0.9075941666666667,
0.54,0.1,0.05,0.9081058333333334,
0.56,0.1,0.05,0.9080558333333335,
0.58,0.1,0.05,0.9078516666666667,
0.6,0.1,0.05,0.9086366666666668,
0.62,0.1,0.05,0.9082941666666667,
0.64,0.1,0.05,0.9085933333333333,
0.66,0.1,0.05,0.9086566666666667,
0.68,0.1,0.05,0.9089566666666667,
0.7000000000000001,0.1,0.05,0.9091083333333333,
0.72,0.1,0.05,0.9089966666666666,
0.74,0.1,0.05,0.9091808333333333,
0.76,0.1,0.05,0.9089091666666667,
0.78,0.1,0.05,0.9091641666666667,
0.8,0.1,0.05,0.9090283333333333,
0.8200000000000001,0.1,0.05,0.9091425000000001,
0.84,0.1,0.05,0.9086783333333334,
0.86,0.1,0.05,0.9091583333333334,
0.88,0.1,0.05,0.9094716666666668,
0.9,0.1,0.05,0.9086325000000001,
0.92,0.1,0.05,0.9091741666666667,
0.9400000000000001,0.1,0.05,0.9091400000000001,
0.96,0.1,0.05,0.9094308333333333,
0.98,0.1,0.05,0.9091575000000001,
1.0,0.1,0.05,0.9092366666666666,
0.0,0.3,0.05,0.0,0.0001342811953422828
0.02,0.3,0.05,0.05703833333333334,0.07495284132873271
0.04,0.3,0.05,0.2748733333333333,
0.06,0.3,0.05,0.41570750000000006,
0.08,0.3,0.05,0.504195,
0.1,0.3,0.05,0.5634275,
0.12,0.3,0.05,0.60506,
0.14,0.3,0.05,0.6371291666666666,
0.16,0.3,0.05,0.6588175,
0.18,0.3,0.05,0.6784975,
0.2,0.3,0.05,0.6930533333333332,
0.22,0.3,0.05,0.7044766666666666,
0.24,0.3,0.05,0.7138508333333334,
0.26,0.3,0.05,0.7229050000000001,
0.28,0.3,0.05,0.7282866666666666,
0.3,0.3,0.05,0.7353475,
0.32,0.3,0.05,0.7400908333333334,
0.34,0.3,0.05,0.7433441666666667,
0.36,0.3,0.05,0.7474158333333335,
0.38,0.3,0.05,0.7503966666666667,
0.4,0.3,0.05,0.7531975,
0.42,0.3,0.05,0.7552491666666665,
0.44,0.3,0.05,0.7569191666666667,
0.46,0.3,0.05,0.7586808333333334,
0.48,0.3,0.05,0.76016,
0.5,0.3,0.05,0.7612566666666666,
0.52,0.3,0.05,0.7622416666666666,
0.54,0.3,0.05,0.7632099999999999,
0.56,0.3,0.05,0.7640683333333333,
0.58,0.3,0.05,0.7651141666666667,
0.6,0.3,0.05,0.7657225,
0.62,0.3,0.05,0.7663274999999998,
0.64,0.3,0.05,0.7665275,
0.66,0.3,0.05,0.7672633333333332,
0.68,0.3,0.05,0.7674500000000001,
0.7000000000000001,0.3,0.05,0.7680191666666667,
0.72,0.3,0.05,0.7678166666666667,
0.74,0.3,0.05,0.7680291666666667,
0.76,0.3,0.05,0.7686941666666667,
0.78,0.3,0.05,0.7686008333333334,
0.8,0.3,0.05,0.7686241666666667,
0.8200000000000001,0.3,0.05,0.7684658333333333,
0.84,0.3,0.05,0.7692041666666667,
0.86,0.3,0.05,0.7688849999999999,
0.88,0.3,0.05,0.7694791666666666,
0.9,0.3,0.05,0.7690199999999998,
0.92,0.3,0.05,0.76908,
0.9400000000000001,0.3,0.05,0.7695308333333333,
0.96,0.3,0.05,0.7693525,
0.98,0.3,0.05,0.7692058333333333,
1.0,0.3,0.05,0.7693016666666667,
0.0,0.5,0.05,0.0,6.035782251525715e-05
0.02,0.5,0.05,0.0,7.880999953628233e-05
0.04,0.5,0.05,0.10031416666666666,0.13211115938096224
0.06,0.5,0.05,0.22495583333333335,
0.08,0.5,0.05,0.31528666666666666,
0.1,0.5,0.05,0.3835858333333333,
0.12,0.5,0.05,0.43402083333333336,
0.14,0.5,0.05,0.47338750000000007,
0.16,0.5,0.05,0.5047858333333334,
0.18,0.5,0.05,0.5301066666666666,
0.2,0.5,0.05,0.5494358333333333,
0.22,0.5,0.05,0.5660266666666667,
0.24,0.5,0.05,0.58096,
0.26,0.5,0.05,0.5930375,
0.28,0.5,0.05,0.60134,
0.3,0.5,0.05,0.6097191666666667,
0.32,0.5,0.05,0.61693,
0.34,0.5,0.05,0.6229141666666667,
0.36,0.5,0.05,0.6289716666666667,
0.38,0.5,0.05,0.6335516666666666,
0.4,0.5,0.05,0.6367833333333333,
0.42,0.5,0.05,0.6406041666666666,
0.44,0.5,0.05,0.6441258333333333,
0.46,0.5,0.05,0.6466124999999999,
0.48,0.5,0.05,0.6491624999999999,
0.5,0.5,0.05,0.6509316666666666,
0.52,0.5,0.05,0.6532266666666666,
0.54,0.5,0.05,0.6544233333333332,
0.56,0.5,0.05,0.6559433333333332,
0.58,0.5,0.05,0.6567016666666666,
0.6,0.5,0.05,0.6582541666666667,
0.62,0.5,0.05,0.659585,
0.64,0.5,0.05,0.6604916666666668,
0.66,0.5,0.05,0.6619274999999999,
0.68,0.5,0.05,0.6618999999999999,
0.7000000000000001,0.5,0.05,0.6627191666666667,
0.72,0.5,0.05,0.6633741666666666,
0.74,0.5,0.05,0.6635850000000001,
0.76,0.5,0.05,0.6644191666666667,
0.78,0.5,0.05,0.6644241666666667,
0.8,0.5,0.05,0.6645699999999999,
0.8200000000000001,0.5,0.05,0.6647633333333333,
0.84,0.5,0.05,0.6651316666666668,
0.86,0.5,0.05,0.6657466666666667,
0.88,0.5,0.05,0.6658358333333334,
0.9,0.5,0.05,0.6658208333333333,
0.92,0.5,0.05,0.6665533333333333,
0.9400000000000001,0.5,0.05,0.6664666666666668,
0.96,0.5,0.05,0.6663808333333334,
0.98,0.5,0.05,0.6661391666666667,
1.0,0.5,0.05,0.6664250000000002,
0.0,0.7,0.05,0.0,3.289460162405027e-05
0.02,0.7,0.05,0.0,2.3654166853979825e-05
0.04,0.7,0.05,0.0,0.034681502458631844
0.06,0.7,0.05,0.11467000000000001,
0.08,0.7,0.05,0.1940616666666667,
0.1,0.7,0.05,0.2614608333333333,
0.12,0.7,0.05,0.31443499999999996,
0.14,0.7,0.05,0.35656499999999997,
0.16,0.7,0.05,0.39015833333333333,
0.18,0.7,0.05,0.4182541666666667,
0.2,0.7,0.05,0.4423608333333334,
0.22,0.7,0.05,0.4615958333333333,
0.24,0.7,0.05,0.4775491666666667,
0.26,0.7,0.05,0.4919533333333333,
0.28,0.7,0.05,0.5033675,
0.3,0.7,0.05,0.5137725000000001,
0.32,0.7,0.05,0.5225883333333333,
0.34,0.7,0.05,0.5301383333333333,
0.36,0.7,0.05,0.5367741666666666,
0.38,0.7,0.05,0.5430758333333333,
0.4,0.7,0.05,0.5476633333333334,
0.42,0.7,0.05,0.5520858333333334,
0.44,0.7,0.05,0.5558216666666667,
0.46,0.7,0.05,0.5598475,
0.48,0.7,0.05,0.5627725,
0.5,0.7,0.05,0.5656041666666667,
0.52,0.7,0.05,0.5679591666666667,
0.54,0.7,0.05,0.5700575000000001,
0.56,0.7,0.05,0.5720858333333334,
0.58,0.7,0.05,0.5743258333333333,
0.6,0.7,0.05,0.5753858333333334,
0.62,0.7,0.05,0.5768083333333333,
0.64,0.7,0.05,0.5777266666666666,
0.66,0.7,0.05,0.5794433333333333,
0.68,0.7,0.05,0.5799908333333333,
0.7000000000000001,0.7,0.05,0.5812575,
0.72,0.7,0.05,0.5814275,
0.74,0.7,0.05,0.5829008333333333,
0.76,0.7,0.05,0.5828358333333334,
0.78,0.7,0.05,0.5840025,
0.8,0.7,0.05,0.5842025000000001,
0.8200000000000001,0.7,0.05,0.5845925,
0.84,0.7,0.05,0.58518,
0.86,0.7,0.05,0.5858441666666667,
0.88,0.7,0.05,0.5857933333333334,
0.9,0.7,0.05,0.5860833333333333,
0.92,0.7,0.05,0.5864175,
0.9400000000000001,0.7,0.05,0.5866658333333333,
0.96,0.7,0.05,0.5867375,
0.98,0.7,0.05,0.5872683333333333,
1.0,0.7,0.05,0.5874108333333333,
0.0,0.9,0.05,0.0,5.098716928476421e-05
0.02,0.9,0.05,0.0,7.613869936559212e-06
0.04,0.9,0.05,0.0,9.624167695864275e-05
0.06,0.9,0.05,0.052649166666666664,
0.08,0.9,0.05,0.12063666666666667,
0.1,0.9,0.05,0.17877833333333334,
0.12,0.9,0.05,0.22959666666666664,
0.14,0.9,0.05,0.27253499999999997,
0.16,0.9,0.05,0.3075833333333333,
0.18,0.9,0.05,0.33683583333333333,
0.2,0.9,0.05,0.3622125,
0.22,0.9,0.05,0.3832125,
0.24,0.9,0.05,0.4016075,
0.26,0.9,0.05,0.4170125,
0.28,0.9,0.05,0.42998666666666663,
0.3,0.9,0.05,0.4418458333333334,
0.32,0.9,0.05,0.45183416666666665,
0.34,0.9,0.05,0.46068249999999994,
0.36,0.9,0.05,0.46842666666666666,
0.38,0.9,0.05,0.47477916666666664,
0.4,0.9,0.05,0.4808625000000001,
0.42,0.9,0.05,0.4857325,
0.44,0.9,0.05,0.49047416666666666,
0.46,0.9,0.05,0.49413583333333333,
0.48,0.9,0.05,0.49804666666666664,
0.5,0.9,0.05,0.500825,
0.52,0.9,0.05,0.5035191666666666,
0.54,0.9,0.05,0.5059391666666667,
0.56,0.9,0.05,0.5083383333333333,
0.58,0.9,0.05,0.5104291666666667,
0.6,0.9,0.05,0.5119166666666667,
0.62,0.9,0.05,0.5134916666666667,
0.64,0.9,0.05,0.5146824999999999,
0.66,0.9,0.05,0.5162083333333334,
0.68,0.9,0.05,0.5169066666666666,
0.7000000000000001,0.9,0.05,0.5181074999999999,
0.72,0.9,0.05,0.5188908333333333,
