Beta,Mu,Initial_Ratio,MC_Rho,MMCA_Rho
0.62,0.5,0.05,0.66632,
0.64,0.5,0.05,0.6665449999999999,
0.66,0.5,0.05,0.6666291666666666,
0.68,0.5,0.05,0.6662558333333334,
0.7000000000000001,0.5,0.05,0.6665708333333333,
0.72,0.5,0.05,0.6667208333333332,
0.74,0.5,0.05,0.6667583333333335,
0.76,0.5,0.05,0.6669125000000001,
0.78,0.5,0.05,0.6669633333333335,
0.8,0.5,0.05,0.6670058333333333,
0.8200000000000001,0.5,0.05,0.666965,
0.84,0.5,0.05,0.6664908333333334,
0.86,0.5,0.05,0.6668858333333333,
0.88,0.5,0.05,0.6668366666666665,
0.9,0.5,0.05,0.6668941666666666,
0.92,0.5,0.05,0.66657,
0.9400000000000001,0.5,0.05,0.6667866666666667,
0.96,0.5,0.05,0.6665808333333334,
0.98,0.5,0.05,0.6668516666666667,
1.0,0.5,0.05,0.6669658333333334,
0.0,0.7,0.05,0.0,3.356715933461939e-05
0.02,0.7,0.05,0.0,0.00019720072531417886
0.04,0.7,0.05,0.0016225,0.12897096299325053
0.06,0.7,0.05,0.30064,0.4170857121596517
0.08,0.7,0.05,0.4109941666666667,0.5621992003992441
0.1,0.7,0.05,0.47070083333333335,
0.12,0.7,0.05,0.5067116666666667,
0.14,0.7,0.05,0.5309366666666666,
0.16,0.7,0.05,0.5466175,
0.18,0.7,0.05,0.5573641666666667,
0.2,0.7,0.05,0.56564,
0.22,0.7,0.05,0.5715266666666666,
0.24,0.7,0.05,0.5764374999999999,
0.26,0.7,0.05,0.5790608333333332,
0.28,0.7,0.05,0.5815816666666667,
0.3,0.7,0.05,0.5833233333333334,
0.32,0.7,0.05,0.584275,
0.34,0.7,0.05,0.5855058333333334,
0.36,0.7,0.05,0.5861875,
0.38,0.7,0.05,0.5865716666666667,
0.4,0.7,0.05,0.5872858333333333,
0.42,0.7,0.05,0.5872741666666667,
0.44,0.7,0.05,0.5872583333333333,
0.46,0.7,0.05,0.5876549999999999,
0.48,0.7,0.05,0.5878975,
0.5,0.7,0.05,0.5880016666666666,
0.52,0.7,0.05,0.5881158333333333,
0.54,0.7,0.05,0.5879850000000001,
0.56,0.7,0.05,0.5880058333333333,
0.58,0.7,0.05,0.5887441666666666,
0.6,0.7,0.05,0.58825,
0.62,0.7,0.05,0.5882308333333333,
0.64,0.7,0.05,0.5884633333333333,
0.66,0.7,0.05,0.5880183333333333,
0.68,0.7,0.05,0.5879591666666667,
0.7000000000000001,0.7,0.05,0.5879408333333334,
0.72,0.7,0.05,0.5877883333333334,
0.74,0.7,0.05,0.5880841666666666,
0.76,0.7,0.05,0.5882183333333333,
0.78,0.7,0.05,0.5881841666666666,
0.8,0.7,0.05,0.5884416666666666,
0.8200000000000001,0.7,0.05,0.5881708333333333,
0.84,0.7,0.05,0.5883808333333334,
0.86,0.7,0.05,0.5878099999999999,
0.88,0.7,0.05,0.5881766666666667,
0.9,0.7,0.05,0.5880424999999999,
0.92,0.7,0.05,0.5884991666666666,
0.9400000000000001,0.7,0.05,0.5881058333333333,
0.96,0.7,0.05,0.5882341666666666,
0.98,0.7,0.05,0.5881583333333333,
1.0,0.7,0.05,0.5882891666666668,
0.0,0.9,0.05,0.0,5.014717399837676e-05
0.02,0.9,0.05,0.0,0.00011983721607854401
0.04,0.9,0.05,0.0,0.0007709261742670989
0.06,0.9,0.05,0.15843666666666667,0.25198319925310964
0.08,0.9,0.05,0.301425,0.43776829719224825
0.1,0.9,0.05,0.375585,
0.12,0.9,0.05,0.42253,
0.14,0.9,0.05,0.4518725,
0.16,0.9,0.05,0.47273,
0.18,0.9,0.05,0.4862983333333333,
0.2,0.9,0.05,0.4969041666666667,
0.22,0.9,0.05,0.5040775,
0.24,0.9,0.05,0.5094358333333333,
0.26,0.9,0.05,0.5135649999999999,
0.28,0.9,0.05,0.5167891666666666,
0.3,0.9,0.05,0.5187758333333333,
0.32,0.9,0.05,0.520295,
0.34,0.9,0.05,0.5217241666666667,
0.36,0.9,0.05,0.5228008333333334,
0.38,0.9,0.05,0.5234866666666668,
0.4,0.9,0.05,0.524285,
0.42,0.9,0.05,0.5247341666666666,
0.44,0.9,0.05,0.5252749999999999,
0.46,0.9,0.05,0.52534,
0.48,0.9,0.05,0.5255516666666666,
0.5,0.9,0.05,0.5257233333333333,
0.52,0.9,0.05,0.525835,
0.54,0.9,0.05,0.5261516666666667,
0.56,0.9,0.05,0.5261441666666667,
0.58,0.9,0.05,0.5261091666666666,
0.6,0.9,0.05,0.526215,
0.62,0.9,0.05,0.5261675,
0.64,0.9,0.05,0.5263458333333334,
0.66,0.9,0.05,0.5262683333333333,
0.68,0.9,0.05,0.5264624999999999,
0.7000000000000001,0.9,0.05,0.5260183333333334,
0.72,0.9,0.05,0.5264624999999999,
0.74,0.9,0.05,0.5263058333333334,
0.76,0.9,0.05,0.5264041666666667,
0.78,0.9,0.05,0.5263758333333333,
0.8,0.9,0.05,0.5262508333333333,
0.8200000000000001,0.9,0.05,0.5263216666666666,
0.84,0.9,0.05,0.5262541666666667,
0.86,0.9,0.05,0.5262466666666668,
0.88,0.9,0.05,0.5261625,
0.9,0.9,0.05,0.5263416666666667,
0.92,0.9,0.05,0.52621,
0.9400000000000001,0.9,0.05,0.5264650000000001,
0.96,0.9,0.05,0.52623,
0.98,0.9,0.05,0.5263108333333334,
1.0,0.9,0.05,0.5264066666666667,
0.0,0.1,0.1,0.0,0.0004655680042540928
0.02,0.1,0.1,0.7098849999999999,0.7493023921949081
0.04,0.1,0.1,0.8291225,0.8745324811861576
0.06,0.1,0.1,0.8667774999999999,0.9163332051296742
0.08,0.1,0.1,0.8846416666666667,
0.1,0.1,0.1,0.8940075000000001,
0.12,0.1,0.1,0.9000133333333333,
0.14,0.1,0.1,0.9035691666666666,
0.16,0.1,0.1,0.9049966666666667,
0.18,0.1,0.1,0.9067816666666667,
0.2,0.1,0.1,0.9075691666666665,
0.22,0.1,0.1,0.9080133333333333,
0.24,0.1,0.1,0.9082141666666667,
0.26,0.1,0.1,0.90888,
0.28,0.1,0.1,0.9091366666666667,
0.3,0.1,0.1,0.9087216666666665,
0.32,0.1,0.1,0.9081833333333332,
0.34,0.1,0.1,0.9087858333333333,
0.36,0.1,0.1,0.9091324999999999,
0.38,0.1,0.1,0.9091441666666666,
0.4,0.1,0.1,0.9090441666666667,
0.42,0.1,0.1,0.9091858333333334,
0.44,0.1,0.1,0.90912,
0.46,0.1,0.1,0.9090783333333333,
0.48,0.1,0.1,0.90912,
0.5,0.1,0.1,0.9089608333333333,
0.52,0.1,0.1,0.909005,
0.54,0.1,0.1,0.9090008333333333,
0.56,0.1,0.1,0.9096625,
0.58,0.1,0.1,0.9091041666666666,
0.6,0.1,0.1,0.9094083333333333,
0.62,0.1,0.1,0.9092491666666667,
0.64,0.1,0.1,0.9093883333333334,
0.66,0.1,0.1,0.9090299999999999,
0.68,0.1,0.1,0.9089025000000001,
0.7000000000000001,0.1,0.1,0.9088033333333334,
0.72,0.1,0.1,0.9094366666666667,
0.74,0.1,0.1,0.909285,
0.76,0.1,0.1,0.9092041666666667,
0.78,0.1,0.1,0.9085808333333333,
0.8,0.1,0.1,0.9087983333333333,
0.8200000000000001,0.1,0.1,0.9092433333333332,
0.84,0.1,0.1,0.9092124999999999,
0.86,0.1,0.1,0.9092566666666667,
0.88,0.1,0.1,0.9091891666666666,
0.9,0.1,0.1,0.9094133333333333,
0.92,0.1,0.1,0.9093174999999999,
0.9400000000000001,0.1,0.1,0.9090583333333333,
0.96,0.1,0.1,0.9096908333333333,
0.98,0.1,0.1,0.9089841666666666,
1.0,0.1,0.1,0.9089783333333333,
0.0,0.3,0.1,0.0,0.00013631613681349043
0.02,0.3,0.1,0.1639241666666667,0.2525181246322905
0.04,0.3,0.1,0.5356058333333333,0.6244720840730554
0.06,0.3,0.1,0.6430716666666667,0.7493924798796999
0.08,0.3,0.1,0.6930516666666666,0.8119345291090946
0.1,0.3,0.1,0.7210416666666667,
0.12,0.3,0.1,0.7383008333333333,
0.14,0.3,0.1,0.7478775,
0.16,0.3,0.1,0.7545041666666665,
0.18,0.3,0.1,0.7590433333333334,
0.2,0.3,0.1,0.7622541666666668,
0.22,0.3,0.1,0.7647908333333333,
0.24,0.3,0.1,0.7664733333333333,
0.26,0.3,0.1,0.7671783333333334,
0.28,0.3,0.1,0.7679541666666667,
0.3,0.3,0.1,0.7681391666666667,
0.32,0.3,0.1,0.7685283333333334,
0.34,0.3,0.1,0.76857,
0.36,0.3,0.1,0.7688866666666666,
0.38,0.3,0.1,0.7688283333333333,
0.4,0.3,0.1,0.7691616666666667,
0.42,0.3,0.1,0.7694749999999999,
0.44,0.3,0.1,0.7693741666666667,
0.46,0.3,0.1,0.76933,
0.48,0.3,0.1,0.7691116666666667,
0.5,0.3,0.1,0.7693424999999999,
0.52,0.3,0.1,0.769325,
0.54,0.3,0.1,0.7694550000000001,
0.56,0.3,0.1,0.7695525000000001,
0.58,0.3,0.1,0.7695075,
0.6,0.3,0.1,0.7691499999999999,
0.62,0.3,0.1,0.7689616666666665,
0.64,0.3,0.1,0.7685591666666667,
0.66,0.3,0.1,0.7691891666666666,
0.68,0.3,0.1,0.7695666666666666,
0.7000000000000001,0.3,0.1,0.7690191666666667,
0.72,0.3,0.1,0.7695049999999999,
0.74,0.3,0.1,0.7693966666666667,
0.76,0.3,0.1,0.7694191666666665,
0.78,0.3,0.1,0.7689875,
0.8,0.3,0.1,0.7692216666666667,
0.8200000000000001,0.3,0.1,0.7690941666666667,
0.84,0.3,0.1,0.7691816666666668,
0.86,0.3,0.1,0.769515,
0.88,0.3,0.1,0.7690699999999999,
0.9,0.3,0.1,0.7690716666666667,
0.92,0.3,0.1,0.769335,
0.9400000000000001,0.3,0.1,0.7690308333333334,
0.96,0.3,0.1,0.7691383333333335,
0.98,0.3,0.1,0.7686008333333334,
1.0,0.3,0.1,0.7692441666666667,
0.0,0.5,0.1,0.0,6.020670758882976e-05
0.02,0.5,0.1,0.0,0.0007495528491570317
0.04,0.5,0.1,0.2825566666666667,0.37593117082150534
0.06,0.5,0.1,0.4598041666666667,0.5829660987509775
0.08,0.5,0.1,0.5388649999999999,0.6869226121546238
0.1,0.5,0.1,0.5825691666666667,
0.12,0.5,0.1,0.6099025,
0.14,0.5,0.1,0.6270783333333334,
0.16,0.5,0.1,0.6393708333333332,
0.18,0.5,0.1,0.6469675000000001,
0.2,0.5,0.1,0.652665,
0.22,0.5,0.1,0.6560316666666667,
0.24,0.5,0.1,0.659725,
0.26,0.5,0.1,0.6616758333333332,
0.28,0.5,0.1,0.6625700000000001,
0.3,0.5,0.1,0.6636366666666667,
0.32,0.5,0.1,0.6645958333333334,
0.34,0.5,0.1,0.6651258333333334,
0.36,0.5,0.1,0.6656758333333334,
0.38,0.5,0.1,0.6659466666666667,
0.4,0.5,0.1,0.6655166666666668,
0.42,0.5,0.1,0.6661741666666667,
0.44,0.5,0.1,0.6662308333333332,
0.46,0.5,0.1,0.6664908333333333,
0.48,0.5,0.1,0.6666591666666668,
0.5,0.5,0.1,0.6667458333333333,
0.52,0.5,0.1,0.6669316666666666,
0.54,0.5,0.1,0.6668141666666666,
0.56,0.5,0.1,0.6669841666666667,
0.58,0.5,0.1,0.6665933333333334,
0.6,0.5,0.1,0.6669525000000001,
0.62,0.5,0.1,0.6669291666666666,
0.64,0.5,0.1,0.6663366666666667,
0.66,0.5,0.1,0.6664808333333333,
0.68,0.5,0.1,0.6664341666666667,
0.7000000000000001,0.5,0.1,0.666785,
0.72,0.5,0.1,0.6670491666666666,
0.74,0.5,0.1,0.6665949999999998,
0.76,0.5,0.1,0.6665791666666668,
0.78,0.5,0.1,0.6664833333333333,
0.8,0.5,0.1,0.6671358333333334,
0.8200000000000001,0.5,0.1,0.6666241666666667,
0.84,0.5,0.1,0.6667825,
0.86,0.5,0.1,0.6667941666666667,
0.88,0.5,0.1,0.6665483333333333,
0.9,0.5,0.1,0.6669241666666668,
0.92,0.5,0.1,0.6669266666666667,
0.9400000000000001,0.5,0.1,0.6664175,
0.96,0.5,0.1,0.66685,
0.98,0.5,0.1,0.6664133333333333,
1.0,0.5,0.1,0.6667358333333333,
0.0,0.7,0.1,0.0,3.222196351650946e-05
0.02,0.7,0.1,0.0,0.0001967691799460059
0.04,0.7,0.1,0.004180833333333333,0.12897357910063018
0.06,0.7,0.1,0.30097416666666665,0.4170882211036034
0.08,0.7,0.1,0.4109083333333334,0.562199202839221
0.1,0.7,0.1,0.47030249999999996,
0.12,0.7,0.1,0.5073016666666667,
0.14,0.7,0.1,0.5305358333333333,
0.16,0.7,0.1,0.5468983333333334,
0.18,0.7,0.1,0.5581175,
0.2,0.7,0.1,0.5663141666666667,
0.22,0.7,0.1,0.5719275,
0.24,0.7,0.1,0.5761883333333333,
0.26,0.7,0.1,0.5791808333333334,
0.28,0.7,0.1,0.58074,
0.3,0.7,0.1,0.5830066666666667,
0.32,0.7,0.1,0.5843166666666667,
0.34,0.7,0.1,0.5854183333333333,
0.36,0.7,0.1,0.5859833333333333,
0.38,0.7,0.1,0.5861366666666666,
0.4,0.7,0.1,0.5869241666666667,
0.42,0.7,0.1,0.5872266666666667,
0.44,0.7,0.1,0.5876399999999999,
0.46,0.7,0.1,0.5878433333333334,
0.48,0.7,0.1,0.5880158333333333,
0.5,0.7,0.1,0.5882625,
0.52,0.7,0.1,0.5879166666666668,
0.54,0.7,0.1,0.5878041666666667,
0.56,0.7,0.1,0.5881116666666667,
0.58,0.7,0.1,0.5880616666666667,
0.6,0.7,0.1,0.5880883333333334,
0.62,0.7,0.1,0.5883875000000001,
0.64,0.7,0.1,0.5882991666666667,
0.66,0.7,0.1,0.5881091666666667,
0.68,0.7,0.1,0.5881624999999999,
0.7000000000000001,0.7,0.1,0.5883891666666666,
0.72,0.7,0.1,0.5883516666666666,
0.74,0.7,0.1,0.5882308333333333,
0.76,0.7,0.1,0.5884166666666667,
0.78,0.7,0.1,0.5885483333333333,
0.8,0.7,0.1,0.5881375,
0.8200000000000001,0.7,0.1,0.5882824999999999,
0.84,0.7,0.1,0.5883491666666667,
0.86,0.7,0.1,0.58796,
0.88,0.7,0.1,0.588015,
0.9,0.7,0.1,0.5879825,
0.92,0.7,0.1,0.5883125,
0.9400000000000001,0.7,0.1,0.5880241666666667,
0.96,0.7,0.1,0.588325,
0.98,0.7,0.1,0.5883858333333333,
1.0,0.7,0.1,0.5881916666666667,
0.0,0.9,0.1,0.0,4.978137947666152e-05
0.02,0.9,0.1,0.0,0.00012086174161396483
0.04,0.9,0.1,0.0,0.0007696827519209932
0.06,0.9,0.1,0.15992416666666667,0.25198042214010546
0.08,0.9,0.1,0.3004425,0.4377682927354967
0.1,0.9,0.1,0.3764383333333333,
0.12,0.9,0.1,0.42223250000000007,
0.14,0.9,0.1,0.45212583333333334,
0.16,0.9,0.1,0.4726483333333333,
0.18,0.9,0.1,0.48662000000000005,
0.2,0.9,0.1,0.4967608333333334,
0.22,0.9,0.1,0.5037925,
0.24,0.9,0.1,0.5094366666666668,
0.26,0.9,0.1,0.5139750000000001,
0.28,0.9,0.1,0.5166725,
0.3,0.9,0.1,0.5189333333333334,
0.32,0.9,0.1,0.5206466666666667,
0.34,0.9,0.1,0.5219641666666667,
0.36,0.9,0.1,0.522895,
0.38,0.9,0.1,0.5236408333333333,
0.4,0.9,0.1,0.52439,
0.42,0.9,0.1,0.5247733333333333,
0.44,0.9,0.1,0.5252408333333333,
0.46,0.9,0.1,0.5254641666666666,
0.48,0.9,0.1,0.52558,
0.5,0.9,0.1,0.5257566666666666,
0.52,0.9,0.1,0.5260658333333333,
0.54,0.9,0.1,0.5260291666666665,
0.56,0.9,0.1,0.5261058333333334,
0.58,0.9,0.1,0.526285,
0.6,0.9,0.1,0.5260066666666667,
0.62,0.9,0.1,0.5259625,
0.64,0.9,0.1,0.5262775000000001,
0.66,0.9,0.1,0.5262466666666668,
0.68,0.9,0.1,0.5262025,
0.7000000000000001,0.9,0.1,0.5262758333333334,
0.72,0.9,0.1,0.526205,
0.74,0.9,0.1,0.5263175,
0.76,0.9,0.1,0.5264383333333333,
0.78,0.9,0.1,0.5263875,
0.8,0.9,0.1,0.5263725,
0.8200000000000001,0.9,0.1,0.5264941666666667,
0.84,0.9,0.1,0.5263708333333333,
0.86,0.9,0.1,0.5263941666666667,
0.88,0.9,0.1,0.5263633333333333,
0.9,0.9,0.1,0.5263525,
0.92,0.9,0.1,0.5262841666666667,
0.9400000000000001,0.9,0.1,0.5264725,
0.96,0.9,0.1,0.5264516666666667,
0.98,0.9,0.1,0.52637,
1.0,0.9,0.1,0.5261758333333334,
0.0,0.1,0.2,0.0,0.00047776534387112277
0.02,0.1,0.2,0.7098783333333333,0.7492895189035811
0.04,0.1,0.2,0.8305283333333332,0.8745327547639994
0.06,0.1,0.2,0.8675975,0.9163330479783711
0.08,0.1,0.2,0.8846625,
0.1,0.1,0.2,0.8942,
0.12,0.1,0.2,0.8999325,
0.14,0.1,0.2,0.903375,
0.16,0.1,0.2,0.9054175000000001,
0.18,0.1,0.2,0.9068308333333335,
0.2,0.1,0.2,0.9074333333333334,
0.22,0.1,0.2,0.9081475,
0.24,0.1,0.2,0.908585,
0.26,0.1,0.2,0.9089725,
0.28,0.1,0.2,0.9089491666666666,
0.3,0.1,0.2,0.9090266666666668,
0.32,0.1,0.2,0.9087908333333331,
0.34,0.1,0.2,0.9088550000000001,
0.36,0.1,0.2,0.9089116666666667,
0.38,0.1,0.2,0.9089674999999999,
0.4,0.1,0.2,0.9088591666666668,
0.42,0.1,0.2,0.9092391666666666,
0.44,0.1,0.2,0.9095283333333333,
0.46,0.1,0.2,0.9087949999999999,
0.48,0.1,0.2,0.9093075000000002,
0.5,0.1,0.2,0.9087408333333334,
0.52,0.1,0.2,0.9091533333333334,
0.54,0.1,0.2,0.9094058333333334,
0.56,0.1,0.2,0.9090366666666667,
0.58,0.1,0.2,0.9091508333333335,
0.6,0.1,0.2,0.909055,
0.62,0.1,0.2,0.9090575,
0.64,0.1,0.2,0.9091075000000001,
0.66,0.1,0.2,0.9092675,
0.68,0.1,0.2,0.9089808333333333,
0.7000000000000001,0.1,0.2,0.9092316666666668,
0.72,0.1,0.2,0.9092983333333333,
0.74,0.1,0.2,0.9089541666666666,
0.76,0.1,0.2,0.9091366666666667,
0.78,0.1,0.2,0.9089075,
0.8,0.1,0.2,0.9091108333333332,
0.8200000000000001,0.1,0.2,0.9091158333333333,
0.84,0.1,0.2,0.9091083333333333,
0.86,0.1,0.2,0.9090700000000002,
0.88,0.1,0.2,0.9084875,
0.9,0.1,0.2,0.9089766666666667,
0.92,0.1,0.2,0.9091658333333333,
0.9400000000000001,0.1,0.2,0.9094433333333334,
0.96,0.1,0.2,0.9089233333333333,
0.98,0.1,0.2,0.9091866666666667,
1.0,0.1,0.2,0.9091899999999999,
0.0,0.3,0.2,0.0,0.0001354329467926133
0.02,0.3,0.2,0.16241333333333333,0.2525526619239812
0.04,0.3,0.2,0.53593,0.6244713972241227
0.06,0.3,0.2,0.6434716666666667,0.7493924548513419
0.08,0.3,0.2,0.6931491666666667,0.8119344895698207
0.1,0.3,0.2,0.72075,
0.12,0.3,0.2,0.7375508333333335,
0.14,0.3,0.2,0.7474683333333334,
0.16,0.3,0.2,0.7552891666666666,
0.18,0.3,0.2,0.7594791666666666,
0.2,0.3,0.2,0.7623300000000001,
0.22,0.3,0.2,0.7644641666666666,
0.24,0.3,0.2,0.7662691666666666,
0.26,0.3,0.2,0.7669108333333332,
0.28,0.3,0.2,0.7677799999999999,
0.3,0.3,0.2,0.7684391666666667,
0.32,0.3,0.2,0.7687616666666667,
0.34,0.3,0.2,0.7688400000000002,
0.36,0.3,0.2,0.7691425000000001,
0.38,0.3,0.2,0.7697933333333333,
0.4,0.3,0.2,0.7693025,
0.42,0.3,0.2,0.7686991666666667,
0.44,0.3,0.2,0.7687716666666669,
0.46,0.3,0.2,0.7695150000000001,
0.48,0.3,0.2,0.7691116666666667,
0.5,0.3,0.2,0.7691050000000001,
0.52,0.3,0.2,0.7694608333333334,
0.54,0.3,0.2,0.76933,
0.56,0.3,0.2,0.7691891666666667,
0.58,0.3,0.2,0.7691783333333333,
0.6,0.3,0.2,0.7691583333333333,
0.62,0.3,0.2,0.7691791666666665,
0.64,0.3,0.2,0.7694658333333334,
0.66,0.3,0.2,0.7692766666666667,
0.68,0.3,0.2,0.7687758333333333,
0.7000000000000001,0.3,0.2,0.76881,
0.72,0.3,0.2,0.7688025,
0.74,0.3,0.2,0.7690791666666666,
0.76,0.3,0.2,0.7692641666666666,
0.78,0.3,0.2,0.7691925000000001,
0.8,0.3,0.2,0.7689733333333334,
0.8200000000000001,0.3,0.2,0.7693274999999999,
0.84,0.3,0.2,0.769605,
0.86,0.3,0.2,0.7696333333333334,
0.88,0.3,0.2,0.7693333333333334,
0.9,0.3,0.2,0.7693983333333333,
0.92,0.3,0.2,0.7692574999999999,
0.9400000000000001,0.3,0.2,0.7694191666666665,
0.96,0.3,0.2,0.7693199999999999,
0.98,0.3,0.2,0.7690441666666668,
1.0,0.3,0.2,0.7692175,
0.0,0.5,0.2,0.0,6.155876801929551e-05
0.02,0.5,0.2,0.0,0.0007525052871965758
0.04,0.5,0.2,0.28107333333333334,0.375907766839134
0.06,0.5,0.2,0.4565558333333333,0.5829653502440242
0.08,0.5,0.2,0.5382458333333333,0.6869226119140786
0.1,0.5,0.2,0.5832916666666667,
0.12,0.5,0.2,0.6101608333333334,
0.14,0.5,0.2,0.6270575,
0.16,0.5,0.2,0.6386183333333333,
0.18,0.5,0.2,0.6472725,
0.2,0.5,0.2,0.6521458333333332,
0.22,0.5,0.2,0.6564291666666666,
0.24,0.5,0.2,0.6603158333333333,
