Beta,Mu,Initial_Ratio,MC_Rho,MMCA_Rho
0.9400000000000001,0.9,0.05,0.526235,
0.96,0.9,0.05,0.52619,
0.98,0.9,0.05,0.52661,
1.0,0.9,0.05,0.5262600000000001,
0.0,0.1,0.1,0.0,0.00046802042511489227
0.02,0.1,0.1,0.7107475,0.7493336190583386
0.04,0.1,0.1,0.829935,0.8745784620760214
0.06,0.1,0.1,0.8690049999999999,0.9163644677531861
0.08,0.1,0.1,0.8839500000000001,0.937261979621849
0.1,0.1,0.1,0.8944200000000001,
0.12,0.1,0.1,0.8998925,
0.14,0.1,0.1,0.903805,
0.16,0.1,0.1,0.9062275,
0.18,0.1,0.1,0.9067375,
0.2,0.1,0.1,0.90727,
0.22,0.1,0.1,0.9078075,
0.24,0.1,0.1,0.908305,
0.26,0.1,0.1,0.9085425,
0.28,0.1,0.1,0.9094650000000002,
0.3,0.1,0.1,0.90878,
0.32,0.1,0.1,0.9090575000000001,
0.34,0.1,0.1,0.9080799999999999,
0.36,0.1,0.1,0.90869,
0.38,0.1,0.1,0.9095350000000001,
0.4,0.1,0.1,0.9093899999999999,
0.42,0.1,0.1,0.9094475,
0.44,0.1,0.1,0.90873,
0.46,0.1,0.1,0.9100075,
0.48,0.1,0.1,0.9093325000000001,
0.5,0.1,0.1,0.9088025000000001,
0.52,0.1,0.1,0.909525,
0.54,0.1,0.1,0.9093675,
0.56,0.1,0.1,0.909275,
0.58,0.1,0.1,0.9089349999999999,
0.6,0.1,0.1,0.9095500000000001,
0.62,0.1,0.1,0.9084800000000002,
0.64,0.1,0.1,0.9089900000000002,
0.66,0.1,0.1,0.9095,
0.68,0.1,0.1,0.9091050000000002,
0.7000000000000001,0.1,0.1,0.9086750000000001,
0.72,0.1,0.1,0.9086850000000001,
0.74,0.1,0.1,0.9085475,
0.76,0.1,0.1,0.90912,
0.78,0.1,0.1,0.9098625000000001,
0.8,0.1,0.1,0.9093425,
0.8200000000000001,0.1,0.1,0.909365,
0.84,0.1,0.1,0.9097325,
0.86,0.1,0.1,0.908465,
0.88,0.1,0.1,0.9087999999999999,
0.9,0.1,0.1,0.90933,
0.92,0.1,0.1,0.9083725,
0.9400000000000001,0.1,0.1,0.9093350000000001,
0.96,0.1,0.1,0.909045,
0.98,0.1,0.1,0.9089449999999999,
1.0,0.1,0.1,0.9094925,
0.0,0.3,0.1,0.0,0.00013313819522037053
0.02,0.3,0.1,0.145645,0.25237346124188825
0.04,0.3,0.1,0.5365800000000001,0.6244778125569476
0.06,0.3,0.1,0.64252,0.7494522160013923
0.08,0.3,0.1,0.6929225,0.8119895027266707
0.1,0.3,0.1,0.720845,
0.12,0.3,0.1,0.7367925,
0.14,0.3,0.1,0.747455,
0.16,0.3,0.1,0.7535650000000002,
0.18,0.3,0.1,0.7589725,
0.2,0.3,0.1,0.7627125000000001,
0.22,0.3,0.1,0.7663949999999999,
0.24,0.3,0.1,0.76583,
0.26,0.3,0.1,0.76684,
0.28,0.3,0.1,0.767865,
0.3,0.3,0.1,0.7681024999999999,
0.32,0.3,0.1,0.7691675000000001,
0.34,0.3,0.1,0.7691500000000001,
0.36,0.3,0.1,0.7691775000000001,
0.38,0.3,0.1,0.768645,
0.4,0.3,0.1,0.7694525,
0.42,0.3,0.1,0.76911,
0.44,0.3,0.1,0.7688124999999999,
0.46,0.3,0.1,0.7677124999999999,
0.48,0.3,0.1,0.7681675000000001,
0.5,0.3,0.1,0.769325,
0.52,0.3,0.1,0.7688925000000001,
0.54,0.3,0.1,0.7691175,
0.56,0.3,0.1,0.7691525,
0.58,0.3,0.1,0.7694925,
0.6,0.3,0.1,0.7692175000000002,
0.62,0.3,0.1,0.7693049999999999,
0.64,0.3,0.1,0.7689050000000001,
0.66,0.3,0.1,0.769365,
0.68,0.3,0.1,0.7685575,
0.7000000000000001,0.3,0.1,0.768985,
0.72,0.3,0.1,0.7687825,
0.74,0.3,0.1,0.7695675,
0.76,0.3,0.1,0.7691250000000001,
0.78,0.3,0.1,0.7693025,
0.8,0.3,0.1,0.76904,
0.8200000000000001,0.3,0.1,0.7698150000000001,
0.84,0.3,0.1,0.7693074999999999,
0.86,0.3,0.1,0.7693725,
0.88,0.3,0.1,0.7698975,
0.9,0.3,0.1,0.768295,
0.92,0.3,0.1,0.7687175,
0.9400000000000001,0.3,0.1,0.7686924999999999,
0.96,0.3,0.1,0.7686850000000001,
0.98,0.3,0.1,0.768505,
1.0,0.3,0.1,0.7697524999999998,
0.0,0.5,0.1,0.0,6.0552196657727225e-05
0.02,0.5,0.1,0.0,0.0007378097627990812
0.04,0.5,0.1,0.2834375,0.375831629108529
0.06,0.5,0.1,0.4590675,0.5830043647816796
0.08,0.5,0.1,0.5399025000000001,0.6869817042059361
0.1,0.5,0.1,0.581995,
0.12,0.5,0.1,0.6103325,
0.14,0.5,0.1,0.6277,
0.16,0.5,0.1,0.6388625,
0.18,0.5,0.1,0.6480575000000001,
0.2,0.5,0.1,0.6518275,
0.22,0.5,0.1,0.6559325000000001,
0.24,0.5,0.1,0.6593600000000001,
0.26,0.5,0.1,0.6614175,
0.28,0.5,0.1,0.66263,
0.3,0.5,0.1,0.6632475,
0.32,0.5,0.1,0.6652275,
0.34,0.5,0.1,0.6653074999999999,
0.36,0.5,0.1,0.6661050000000001,
0.38,0.5,0.1,0.6666425000000001,
0.4,0.5,0.1,0.666085,
0.42,0.5,0.1,0.6662375,
0.44,0.5,0.1,0.6677150000000001,
0.46,0.5,0.1,0.667185,
0.48,0.5,0.1,0.667745,
0.5,0.5,0.1,0.6667350000000001,
0.52,0.5,0.1,0.6659625,
0.54,0.5,0.1,0.666675,
0.56,0.5,0.1,0.6680174999999999,
0.58,0.5,0.1,0.6663300000000001,
0.6,0.5,0.1,0.66632,
0.62,0.5,0.1,0.6665350000000001,
0.64,0.5,0.1,0.666955,
0.66,0.5,0.1,0.66739,
0.68,0.5,0.1,0.66647,
0.7000000000000001,0.5,0.1,0.666925,
0.72,0.5,0.1,0.6666050000000001,
0.74,0.5,0.1,0.6672324999999999,
0.76,0.5,0.1,0.6659875000000001,
0.78,0.5,0.1,0.6662950000000001,
0.8,0.5,0.1,0.6669775,
0.8200000000000001,0.5,0.1,0.6663925,
0.84,0.5,0.1,0.6665075,
0.86,0.5,0.1,0.6659149999999999,
0.88,0.5,0.1,0.6664375000000001,
0.9,0.5,0.1,0.6671475000000001,
0.92,0.5,0.1,0.6665875,
0.9400000000000001,0.5,0.1,0.6663075,
0.96,0.5,0.1,0.6665025,
0.98,0.5,0.1,0.6669225,
1.0,0.5,0.1,0.6665399999999999,
0.0,0.7,0.1,0.0,3.329004101994235e-05
0.02,0.7,0.1,0.0,0.00019892579799670303
0.04,0.7,0.1,0.0,0.12866771764637397
0.06,0.7,0.1,0.30056,0.4170752912439176
0.08,0.7,0.1,0.4099125,0.5622343664014324
0.1,0.7,0.1,0.46951499999999996,
0.12,0.7,0.1,0.506935,
0.14,0.7,0.1,0.5305975,
0.16,0.7,0.1,0.5467175000000001,
0.18,0.7,0.1,0.5584700000000001,
0.2,0.7,0.1,0.5665925,
0.22,0.7,0.1,0.5719474999999999,
0.24,0.7,0.1,0.5760124999999999,
0.26,0.7,0.1,0.5793374999999998,
0.28,0.7,0.1,0.581785,
0.3,0.7,0.1,0.58289,
0.32,0.7,0.1,0.5842725,
0.34,0.7,0.1,0.5849074999999999,
0.36,0.7,0.1,0.5862999999999999,
0.38,0.7,0.1,0.5873599999999999,
0.4,0.7,0.1,0.5874825,
0.42,0.7,0.1,0.58745,
0.44,0.7,0.1,0.5871025,
0.46,0.7,0.1,0.5875825,
0.48,0.7,0.1,0.5878525,
0.5,0.7,0.1,0.58765,
0.52,0.7,0.1,0.5882075,
0.54,0.7,0.1,0.5880175,
0.56,0.7,0.1,0.5878625,
0.58,0.7,0.1,0.58777,
0.6,0.7,0.1,0.5884325,
0.62,0.7,0.1,0.58809,
0.64,0.7,0.1,0.58821,
0.66,0.7,0.1,0.5882275,
0.68,0.7,0.1,0.5880525,
0.7000000000000001,0.7,0.1,0.5882075,
0.72,0.7,0.1,0.5882375,
0.74,0.7,0.1,0.5882125,
0.76,0.7,0.1,0.5881799999999999,
